forecast_cycle,forecast_period,months_ahead,scenario,feature_1_data_center_committed_mw,feature_2_grid_connection_probability_pct,feature_3_power_price_index,feature_4_avg_temperature_c,feature_5_cooling_efficiency_pue,feature_6_industrial_growth_index,feature_7_renewable_availability_pct,target_1_total_load_mwh,target_2_peak_load_mw,target_3_synthetic,target_4_synthetic,target_5_synthetic,target_6_synthetic,target_7_synthetic,target_8_synthetic,target_9_synthetic,target_10_synthetic
2026-12,2031-05,53,accelerated_ai_load,404.31,96.0,113.55,16.38,1.309,108.73,47.24,462788.91,1039.94,462818.91,462828.91,462838.91,462848.91,462858.91,462868.91,462878.91,462888.91
2026-12,2031-06,54,accelerated_ai_load,411.53,96.0,115.99,21.41,1.353,107.69,45.95,483194.48,1090.83,483224.48,483234.48,483244.48,483254.48,483264.48,483274.48,483284.48,483294.48
2026-12,2031-07,55,accelerated_ai_load,405.76,96.0,117.32,18.0,1.336,108.65,43.16,470720.52,1070.67,470750.52,470760.52,470770.52,470780.52,470790.52,470800.52,470810.52,470820.52
2026-12,2031-08,56,accelerated_ai_load,423.28,96.0,119.0,15.0,1.313,108.15,45.79,479798.69,1093.27,479828.69,479838.69,479848.69,479858.69,479868.69,479878.69,479888.69,479898.69
2026-12,2031-09,57,accelerated_ai_load,424.57,96.0,117.01,8.66,1.318,108.32,47.3,479796.39,1084.5,479826.39,479836.39,479846.39,479856.39,479866.39,479876.39,479886.39,479896.39
2026-12,2031-10,58,accelerated_ai_load,426.97,96.0,120.54,1.62,1.325,108.86,47.79,483551.98,1097.34,483581.98,483591.98,483601.98,483611.98,483621.98,483631.98,483641.98,483651.98
2026-12,2031-11,59,accelerated_ai_load,431.94,96.0,121.24,-2.1,1.314,108.51,53.99,484205.92,1097.96,484235.92,484245.92,484255.92,484265.92,484275.92,484285.92,484295.92,484305.92
2026-12,2031-12,60,accelerated_ai_load,438.79,96.0,121.21,-4.3,1.308,108.51,52.25,484591.18,1096.73,484621.18,484631.18,484641.18,484651.18,484661.18,484671.18,484681.18,484691.18
2026-12,2032-01,61,accelerated_ai_load,451.31,96.0,122.07,-4.48,1.328,108.67,57.49,507612.82,1163.81,507642.82,507652.82,507662.82,507672.82,507682.82,507692.82,507702.82,507712.82
2026-12,2032-02,62,accelerated_ai_load,440.4,96.0,120.66,-0.44,1.294,108.2,55.99,486666.71,1104.58,486696.71,486706.71,486716.71,486726.71,486736.71,486746.71,486756.71,486766.71
2026-12,2032-03,63,accelerated_ai_load,444.54,96.0,118.56,8.27,1.289,108.51,56.58,493601.77,1119.39,493631.77,493641.77,493651.77,493661.77,493671.77,493681.77,493691.77,493701.77
2026-12,2032-04,64,accelerated_ai_load,449.4,96.0,116.6,15.16,1.291,109.05,57.31,500778.75,1138.05,500808.75,500818.75,500828.75,500838.75,500848.75,500858.75,500868.75,500878.75
2026-12,2032-05,65,accelerated_ai_load,451.67,96.0,115.87,18.89,1.316,109.39,54.34,509950.84,1156.75,509980.84,509990.84,510000.84,510010.84,510020.84,510030.84,510040.84,510050.84
2026-12,2032-06,66,accelerated_ai_load,453.35,96.0,115.55,21.49,1.337,109.64,53.74,519700.81,1163.81,519730.81,519740.81,519750.81,519760.81,519770.81,519780.81,519790.81,519800.81
2026-12,2032-07,67,accelerated_ai_load,459.42,96.0,113.25,18.3,1.291,109.41,49.38,510832.84,1158.08,510862.84,510872.84,510882.84,510892.84,510902.84,510912.84,510922.84,510932.84
2026-12,2032-08,68,accelerated_ai_load,477.21,96.0,112.59,15.38,1.326,109.92,54.06,535835.9,1229.02,535865.9,535875.9,535885.9,535895.9,535905.9,535915.9,535925.9,535935.9
2026-12,2032-09,69,accelerated_ai_load,471.66,96.0,112.39,8.31,1.325,109.29,49.3,530891.57,1210.58,530921.57,530931.57,530941.57,530951.57,530961.57,530971.57,530981.57,530991.57
2026-12,2032-10,70,accelerated_ai_load,478.32,96.0,113.97,1.07,1.318,109.32,53.63,530497.41,1203.52,530527.41,530537.41,530547.41,530557.41,530567.41,530577.41,530587.41,530597.41
2026-12,2032-11,71,accelerated_ai_load,480.17,96.0,115.07,-4.59,1.305,110.23,53.45,527278.81,1198.26,527308.81,527318.81,527328.81,527338.81,527348.81,527358.81,527368.81,527378.81
2026-12,2032-12,72,accelerated_ai_load,484.59,96.0,117.18,-5.11,1.306,109.74,59.0,532441.11,1211.08,532471.11,532481.11,532491.11,532501.11,532511.11,532521.11,532531.11,532541.11
2026-12,2033-01,73,accelerated_ai_load,488.23,96.0,118.86,-3.02,1.308,110.25,61.54,535866.3,1213.88,535896.3,535906.3,535916.3,535926.3,535936.3,535946.3,535956.3,535966.3
2026-12,2033-02,74,accelerated_ai_load,494.4,96.0,122.57,2.22,1.308,110.36,67.48,541989.24,1235.23,542019.24,542029.24,542039.24,542049.24,542059.24,542069.24,542079.24,542089.24
2026-12,2033-03,75,accelerated_ai_load,503.52,96.0,121.33,7.19,1.306,110.24,63.04,552778.23,1261.51,552808.23,552818.23,552828.23,552838.23,552848.23,552858.23,552868.23,552878.23
2026-12,2033-04,76,accelerated_ai_load,510.09,96.0,122.58,15.72,1.299,110.12,60.97,558701.73,1260.1,558731.73,558741.73,558751.73,558761.73,558771.73,558781.73,558791.73,558801.73
2026-12,2033-05,77,accelerated_ai_load,509.59,96.0,124.45,19.0,1.324,110.23,58.94,568331.35,1291.77,568361.35,568371.35,568381.35,568391.35,568401.35,568411.35,568421.35,568431.35
2026-12,2033-06,78,accelerated_ai_load,508.07,96.0,124.39,20.08,1.297,110.87,57.4,555566.39,1265.12,555596.39,555606.39,555616.39,555626.39,555636.39,555646.39,555656.39,555666.39
2026-12,2033-07,79,accelerated_ai_load,510.67,96.0,124.24,19.47,1.301,110.68,55.26,561696.5,1280.87,561726.5,561736.5,561746.5,561756.5,561766.5,561776.5,561786.5,561796.5
2026-12,2033-08,80,accelerated_ai_load,518.24,96.0,125.42,15.57,1.315,111.42,51.74,570728.76,1299.03,570758.76,570768.76,570778.76,570788.76,570798.76,570808.76,570818.76,570828.76
2026-12,2033-09,81,accelerated_ai_load,524.45,96.0,123.06,7.99,1.302,110.25,55.55,571966.2,1305.44,571996.2,572006.2,572016.2,572026.2,572036.2,572046.2,572056.2,572066.2
2026-12,2033-10,82,accelerated_ai_load,528.46,96.0,117.93,1.69,1.294,111.67,60.95,570481.64,1312.26,570511.64,570521.64,570531.64,570541.64,570551.64,570561.64,570571.64,570581.64
2026-12,2033-11,83,accelerated_ai_load,528.96,96.0,117.56,-3.91,1.308,111.52,63.67,573662.45,1312.96,573692.45,573702.45,573712.45,573722.45,573732.45,573742.45,573752.45,573762.45
2026-12,2033-12,84,accelerated_ai_load,526.52,96.0,118.25,-4.84,1.298,111.47,68.22,569339.73,1302.31,569369.73,569379.73,569389.73,569399.73,569409.73,569419.73,569429.73,569439.73
2026-12,2034-01,85,accelerated_ai_load,536.79,96.0,116.72,-3.61,1.302,111.96,64.38,579698.0,1316.6,579728.0,579738.0,579748.0,579758.0,579768.0,579778.0,579788.0,579798.0
2026-12,2034-02,86,accelerated_ai_load,535.66,96.0,116.9,2.57,1.325,111.89,64.2,590957.29,1342.18,590987.29,590997.29,591007.29,591017.29,591027.29,591037.29,591047.29,591057.29
2026-12,2034-03,87,accelerated_ai_load,541.34,96.0,116.91,8.31,1.295,112.83,66.91,583912.23,1339.89,583942.23,583952.23,583962.23,583972.23,583982.23,583992.23,584002.23,584012.23
2026-12,2034-04,88,accelerated_ai_load,553.45,96.0,116.64,13.2,1.326,112.16,65.79,608063.95,1377.83,608093.95,608103.95,608113.95,608123.95,608133.95,608143.95,608153.95,608163.95
2026-12,2034-05,89,accelerated_ai_load,554.03,96.0,117.35,20.58,1.331,111.45,61.71,614090.8,1402.98,614120.8,614130.8,614140.8,614150.8,614160.8,614170.8,614180.8,614190.8
2026-12,2034-06,90,accelerated_ai_load,561.12,96.0,119.69,20.13,1.313,112.51,64.97,617715.03,1396.11,617745.03,617755.03,617765.03,617775.03,617785.03,617795.03,617805.03,617815.03
2026-12,2034-07,91,accelerated_ai_load,573.41,96.0,121.33,19.38,1.322,111.94,60.55,629066.32,1433.14,629096.32,629106.32,629116.32,629126.32,629136.32,629146.32,629156.32,629166.32
2026-12,2034-08,92,accelerated_ai_load,565.44,96.0,123.4,14.62,1.296,112.09,58.88,609418.0,1395.43,609448.0,609458.0,609468.0,609478.0,609488.0,609498.0,609508.0,609518.0
2026-12,2034-09,93,accelerated_ai_load,565.02,96.0,125.29,9.37,1.321,112.34,58.41,619354.48,1413.22,619384.48,619394.48,619404.48,619414.48,619424.48,619434.48,619444.48,619454.48
2026-12,2034-10,94,accelerated_ai_load,572.08,96.0,127.64,0.96,1.325,112.43,64.27,624113.59,1418.06,624143.59,624153.59,624163.59,624173.59,624183.59,624193.59,624203.59,624213.59
2026-12,2034-11,95,accelerated_ai_load,582.89,96.0,128.56,-2.0,1.312,113.02,63.91,628168.36,1432.71,628198.36,628208.36,628218.36,628228.36,628238.36,628248.36,628258.36,628268.36
2026-12,2034-12,96,accelerated_ai_load,581.03,96.0,126.34,-4.52,1.3,113.52,68.75,622574.66,1423.38,622604.66,622614.66,622624.66,622634.66,622644.66,622654.66,622664.66,622674.66
2026-12,2035-01,97,accelerated_ai_load,587.15,96.0,127.71,-2.51,1.304,112.23,70.0,630282.39,1438.89,630312.39,630322.39,630332.39,630342.39,630352.39,630362.39,630372.39,630382.39
2026-12,2035-02,98,accelerated_ai_load,592.56,96.0,127.24,0.37,1.313,113.21,70.0,637660.22,1463.94,637690.22,637700.22,637710.22,637720.22,637730.22,637740.22,637750.22,637760.22
2026-12,2035-03,99,accelerated_ai_load,592.7,96.0,124.92,9.05,1.312,113.21,70.0,642394.16,1460.63,642424.16,642434.16,642444.16,642454.16,642464.16,642474.16,642484.16,642494.16
2026-12,2035-04,100,accelerated_ai_load,597.61,96.0,123.31,12.07,1.285,112.79,68.92,636624.94,1451.22,636654.94,636664.94,636674.94,636684.94,636694.94,636704.94,636714.94,636724.94
2026-12,2035-05,101,accelerated_ai_load,603.94,96.0,121.8,19.01,1.321,112.87,66.77,661639.44,1501.65,661669.44,661679.44,661689.44,661699.44,661709.44,661719.44,661729.44,661739.44
2026-12,2035-06,102,accelerated_ai_load,612.66,96.0,118.64,20.82,1.341,113.89,67.91,677163.09,1529.33,677193.09,677203.09,677213.09,677223.09,677233.09,677243.09,677253.09,677263.09
2026-12,2035-07,103,accelerated_ai_load,611.08,96.0,119.79,18.98,1.309,113.57,64.15,661524.27,1507.07,661554.27,661564.27,661574.27,661584.27,661594.27,661604.27,661614.27,661624.27
2026-12,2035-08,104,accelerated_ai_load,616.96,96.0,121.25,12.12,1.321,114.21,67.47,669231.53,1528.69,669261.53,669271.53,669281.53,669291.53,669301.53,669311.53,669321.53,669331.53
2026-12,2035-09,105,accelerated_ai_load,614.93,96.0,118.38,7.12,1.294,114.26,66.36,653154.44,1494.97,653184.44,653194.44,653204.44,653214.44,653224.44,653234.44,653244.44,653254.44
2026-12,2035-10,106,accelerated_ai_load,627.66,96.0,120.87,2.92,1.317,115.02,70.0,675758.25,1539.14,675788.25,675798.25,675808.25,675818.25,675828.25,675838.25,675848.25,675858.25
2026-12,2035-11,107,accelerated_ai_load,637.78,96.0,121.09,-3.68,1.316,115.09,70.0,684790.58,1561.38,684820.58,684830.58,684840.58,684850.58,684860.58,684870.58,684880.58,684890.58
2026-12,2035-12,108,accelerated_ai_load,631.64,96.0,124.68,-6.67,1.308,115.23,70.0,676143.18,1545.72,676173.18,676183.18,676193.18,676203.18,676213.18,676223.18,676233.18,676243.18
2026-12,2036-01,109,accelerated_ai_load,643.09,96.0,123.0,-4.27,1.322,114.05,70.0,689120.01,1573.91,689150.01,689160.01,689170.01,689180.01,689190.01,689200.01,689210.01,689220.01
2026-12,2036-02,110,accelerated_ai_load,641.32,96.0,126.8,0.01,1.293,114.53,70.0,677771.11,1551.68,677801.11,677811.11,677821.11,677831.11,677841.11,677851.11,677861.11,677871.11
2026-12,2036-03,111,accelerated_ai_load,651.82,96.0,128.01,6.57,1.314,114.37,70.0,698945.72,1596.98,698975.72,698985.72,698995.72,699005.72,699015.72,699025.72,699035.72,699045.72
2026-12,2036-04,112,accelerated_ai_load,648.19,96.0,130.77,14.09,1.306,114.59,70.0,692491.4,1589.34,692521.4,692531.4,692541.4,692551.4,692561.4,692571.4,692581.4,692591.4
2026-12,2036-05,113,accelerated_ai_load,663.58,96.0,130.53,19.51,1.317,114.49,70.0,713350.97,1624.93,713380.97,713390.97,713400.97,713410.97,713420.97,713430.97,713440.97,713450.97
2026-12,2036-06,114,accelerated_ai_load,660.59,96.0,131.04,21.28,1.341,114.95,70.0,725319.82,1652.47,725349.82,725359.82,725369.82,725379.82,725389.82,725399.82,725409.82,725419.82
2026-12,2036-07,115,accelerated_ai_load,670.07,96.0,131.42,18.21,1.318,115.19,70.0,719915.21,1640.99,719945.21,719955.21,719965.21,719975.21,719985.21,719995.21,720005.21,720015.21
2026-12,2036-08,116,accelerated_ai_load,663.17,96.0,127.7,15.74,1.296,115.27,69.32,703388.26,1600.16,703418.26,703428.26,703438.26,703448.26,703458.26,703468.26,703478.26,703488.26
2026-12,2036-09,117,accelerated_ai_load,677.45,96.0,127.07,6.49,1.302,115.89,68.0,717684.8,1638.88,717714.8,717724.8,717734.8,717744.8,717754.8,717764.8,717774.8,717784.8
2026-12,2036-10,118,accelerated_ai_load,677.14,96.0,126.65,1.51,1.306,115.24,70.0,716240.45,1637.98,716270.45,716280.45,716290.45,716300.45,716310.45,716320.45,716330.45,716340.45
2026-12,2036-11,119,accelerated_ai_load,683.25,96.0,123.4,-2.95,1.315,116.28,70.0,726608.4,1653.93,726638.4,726648.4,726658.4,726668.4,726678.4,726688.4,726698.4,726708.4
2026-12,2036-12,120,accelerated_ai_load,685.46,96.0,124.28,-4.61,1.309,115.75,70.0,724994.58,1663.05,725024.58,725034.58,725044.58,725054.58,725064.58,725074.58,725084.58,725094.58
