forecast_cycle,forecast_period,months_ahead,scenario,feature_1_data_center_committed_mw,feature_2_grid_connection_probability_pct,feature_3_power_price_index,feature_4_avg_temperature_c,feature_5_cooling_efficiency_pue,feature_6_industrial_growth_index,feature_7_renewable_availability_pct,target_1_total_load_mwh,target_2_peak_load_mw,target_3_synthetic,target_4_synthetic,target_5_synthetic,target_6_synthetic,target_7_synthetic,target_8_synthetic,target_9_synthetic,target_10_synthetic,target_11_synthetic,target_12_synthetic,target_13_synthetic,target_14_synthetic,target_15_synthetic,target_16_synthetic,target_17_synthetic,target_18_synthetic,target_19_synthetic,target_20_synthetic,target_21_synthetic,target_22_synthetic,target_23_synthetic,target_24_synthetic,target_25_synthetic
2026-09,2046-06,237,accelerated_ai_load,1134.82,96.0,139.54,19.01,1.311,128.65,70.0,1169141.99,2686.49,1169171.99,1169181.99,1169191.99,1169201.99,1169211.99,1169221.99,1169231.99,1169241.99,1169251.99,1169261.99,1169271.99,1169281.99,1169291.99,1169301.99,1169311.99,1169321.99,1169331.99,1169341.99,1169351.99,1169361.99,1169371.99,1169381.99,1169391.99
2026-09,2046-07,238,accelerated_ai_load,1153.17,96.0,140.29,20.42,1.318,127.96,70.0,1188437.29,2729.31,1188467.29,1188477.29,1188487.29,1188497.29,1188507.29,1188517.29,1188527.29,1188537.29,1188547.29,1188557.29,1188567.29,1188577.29,1188587.29,1188597.29,1188607.29,1188617.29,1188627.29,1188637.29,1188647.29,1188657.29,1188667.29,1188677.29,1188687.29
2026-09,2046-08,239,accelerated_ai_load,1150.65,96.0,147.01,14.64,1.32,129.88,70.0,1185940.4,2728.77,1185970.4,1185980.4,1185990.4,1186000.4,1186010.4,1186020.4,1186030.4,1186040.4,1186050.4,1186060.4,1186070.4,1186080.4,1186090.4,1186100.4,1186110.4,1186120.4,1186130.4,1186140.4,1186150.4,1186160.4,1186170.4,1186180.4,1186190.4
2026-09,2046-09,240,accelerated_ai_load,1154.12,96.0,145.73,7.39,1.313,129.72,70.0,1185109.99,2725.84,1185139.99,1185149.99,1185159.99,1185169.99,1185179.99,1185189.99,1185199.99,1185209.99,1185219.99,1185229.99,1185239.99,1185249.99,1185259.99,1185269.99,1185279.99,1185289.99,1185299.99,1185309.99,1185319.99,1185329.99,1185339.99,1185349.99,1185359.99
2026-09,2046-10,241,accelerated_ai_load,1159.64,96.0,149.39,3.16,1.325,129.53,70.0,1198615.29,2761.23,1198645.29,1198655.29,1198665.29,1198675.29,1198685.29,1198695.29,1198705.29,1198715.29,1198725.29,1198735.29,1198745.29,1198755.29,1198765.29,1198775.29,1198785.29,1198795.29,1198805.29,1198815.29,1198825.29,1198835.29,1198845.29,1198855.29,1198865.29
2026-09,2046-11,242,accelerated_ai_load,1172.75,96.0,148.37,-3.03,1.327,130.04,70.0,1210013.69,2784.5,1210043.69,1210053.69,1210063.69,1210073.69,1210083.69,1210093.69,1210103.69,1210113.69,1210123.69,1210133.69,1210143.69,1210153.69,1210163.69,1210173.69,1210183.69,1210193.69,1210203.69,1210213.69,1210223.69,1210233.69,1210243.69,1210253.69,1210263.69
2026-09,2046-12,243,accelerated_ai_load,1169.2,96.0,148.48,-5.88,1.314,129.96,70.0,1196043.75,2742.56,1196073.75,1196083.75,1196093.75,1196103.75,1196113.75,1196123.75,1196133.75,1196143.75,1196153.75,1196163.75,1196173.75,1196183.75,1196193.75,1196203.75,1196213.75,1196223.75,1196233.75,1196243.75,1196253.75,1196263.75,1196273.75,1196283.75,1196293.75
2026-12,2027-01,1,uncertain_connection,184.47,68.97,107.87,-3.13,1.311,101.69,30.08,194101.78,435.4,194131.78,194141.78,194151.78,194161.78,194171.78,194181.78,194191.78,194201.78,194211.78,194221.78,194231.78,194241.78,194251.78,194261.78,194271.78,194281.78,194291.78,194301.78,194311.78,194321.78,194331.78,194341.78,194351.78
2026-12,2027-02,2,accelerated_ai_load,197.12,75.42,108.86,3.34,1.307,101.33,32.76,216692.54,493.85,216722.54,216732.54,216742.54,216752.54,216762.54,216772.54,216782.54,216792.54,216802.54,216812.54,216822.54,216832.54,216842.54,216852.54,216862.54,216872.54,216882.54,216892.54,216902.54,216912.54,216922.54,216932.54,216942.54
2026-12,2027-03,3,accelerated_ai_load,196.12,76.7,111.18,9.05,1.315,101.97,30.84,220349.56,513.04,220379.56,220389.56,220399.56,220409.56,220419.56,220429.56,220439.56,220449.56,220459.56,220469.56,220479.56,220489.56,220499.56,220509.56,220519.56,220529.56,220539.56,220549.56,220559.56,220569.56,220579.56,220589.56,220599.56
2026-12,2027-04,4,accelerated_ai_load,201.78,77.15,111.03,14.01,1.319,102.18,29.47,229032.22,515.93,229062.22,229072.22,229082.22,229092.22,229102.22,229112.22,229122.22,229132.22,229142.22,229152.22,229162.22,229172.22,229182.22,229192.22,229202.22,229212.22,229222.22,229232.22,229242.22,229252.22,229262.22,229272.22,229282.22
2026-12,2027-05,5,accelerated_ai_load,197.59,80.45,111.33,19.5,1.339,101.45,33.57,236189.27,528.16,236219.27,236229.27,236239.27,236249.27,236259.27,236269.27,236279.27,236289.27,236299.27,236309.27,236319.27,236329.27,236339.27,236349.27,236359.27,236369.27,236379.27,236389.27,236399.27,236409.27,236419.27,236429.27,236439.27
2026-12,2027-06,6,accelerated_ai_load,204.41,79.98,112.32,20.77,1.317,102.4,27.0,237567.38,539.14,237597.38,237607.38,237617.38,237627.38,237637.38,237647.38,237657.38,237667.38,237677.38,237687.38,237697.38,237707.38,237717.38,237727.38,237737.38,237747.38,237757.38,237767.38,237777.38,237787.38,237797.38,237807.38,237817.38
2026-12,2027-07,7,accelerated_ai_load,209.03,79.78,112.54,20.25,1.314,101.2,25.68,240980.14,546.14,241010.14,241020.14,241030.14,241040.14,241050.14,241060.14,241070.14,241080.14,241090.14,241100.14,241110.14,241120.14,241130.14,241140.14,241150.14,241160.14,241170.14,241180.14,241190.14,241200.14,241210.14,241220.14,241230.14
2026-12,2027-08,8,accelerated_ai_load,213.32,72.16,112.83,14.85,1.311,102.62,23.73,227134.38,519.73,227164.38,227174.38,227184.38,227194.38,227204.38,227214.38,227224.38,227234.38,227244.38,227254.38,227264.38,227274.38,227284.38,227294.38,227304.38,227314.38,227324.38,227334.38,227344.38,227354.38,227364.38,227374.38,227384.38
2026-12,2027-09,9,accelerated_ai_load,223.54,72.21,110.99,8.76,1.297,102.89,26.46,231529.76,535.08,231559.76,231569.76,231579.76,231589.76,231599.76,231609.76,231619.76,231629.76,231639.76,231649.76,231659.76,231669.76,231679.76,231689.76,231699.76,231709.76,231719.76,231729.76,231739.76,231749.76,231759.76,231769.76,231779.76
2026-12,2027-10,10,uncertain_connection,222.79,70.6,106.72,2.24,1.303,102.52,33.85,226167.02,536.25,226197.02,226207.02,226217.02,226227.02,226237.02,226247.02,226257.02,226267.02,226277.02,226287.02,226297.02,226307.02,226317.02,226327.02,226337.02,226347.02,226357.02,226367.02,226377.02,226387.02,226397.02,226407.02,226417.02
2026-12,2027-11,11,accelerated_ai_load,223.06,73.46,107.34,-2.6,1.317,102.76,30.12,236035.68,534.15,236065.68,236075.68,236085.68,236095.68,236105.68,236115.68,236125.68,236135.68,236145.68,236155.68,236165.68,236175.68,236185.68,236195.68,236205.68,236215.68,236225.68,236235.68,236245.68,236255.68,236265.68,236275.68,236285.68
2026-12,2027-12,12,uncertain_connection,227.64,62.04,104.09,-4.13,1.303,103.01,39.37,208710.88,490.45,208740.88,208750.88,208760.88,208770.88,208780.88,208790.88,208800.88,208810.88,208820.88,208830.88,208840.88,208850.88,208860.88,208870.88,208880.88,208890.88,208900.88,208910.88,208920.88,208930.88,208940.88,208950.88,208960.88
2026-12,2028-01,13,accelerated_ai_load,227.55,74.7,105.04,-2.53,1.32,102.74,35.1,241336.44,557.98,241366.44,241376.44,241386.44,241396.44,241406.44,241416.44,241426.44,241436.44,241446.44,241456.44,241466.44,241476.44,241486.44,241496.44,241506.44,241516.44,241526.44,241536.44,241546.44,241556.44,241566.44,241576.44,241586.44
2026-12,2028-02,14,accelerated_ai_load,238.82,76.19,104.88,0.03,1.319,102.34,39.5,254990.89,579.33,255020.89,255030.89,255040.89,255050.89,255060.89,255070.89,255080.89,255090.89,255100.89,255110.89,255120.89,255130.89,255140.89,255150.89,255160.89,255170.89,255180.89,255190.89,255200.89,255210.89,255220.89,255230.89,255240.89
2026-12,2028-03,15,accelerated_ai_load,242.43,80.78,103.96,9.11,1.305,103.61,39.6,271108.04,611.01,271138.04,271148.04,271158.04,271168.04,271178.04,271188.04,271198.04,271208.04,271218.04,271228.04,271238.04,271248.04,271258.04,271268.04,271278.04,271288.04,271298.04,271308.04,271318.04,271328.04,271338.04,271348.04,271358.04
2026-12,2028-04,16,accelerated_ai_load,258.97,79.83,104.2,14.47,1.305,103.11,33.7,281227.31,642.26,281257.31,281267.31,281277.31,281287.31,281297.31,281307.31,281317.31,281327.31,281337.31,281347.31,281357.31,281367.31,281377.31,281387.31,281397.31,281407.31,281417.31,281427.31,281437.31,281447.31,281457.31,281467.31,281477.31
2026-12,2028-05,17,accelerated_ai_load,250.84,89.6,106.11,21.55,1.319,103.22,31.25,301735.21,681.85,301765.21,301775.21,301785.21,301795.21,301805.21,301815.21,301825.21,301835.21,301845.21,301855.21,301865.21,301875.21,301885.21,301895.21,301905.21,301915.21,301925.21,301935.21,301945.21,301955.21,301965.21,301975.21,301985.21
2026-12,2028-06,18,accelerated_ai_load,258.39,86.22,106.97,20.0,1.316,103.85,34.1,302401.48,670.63,302431.48,302441.48,302451.48,302461.48,302471.48,302481.48,302491.48,302501.48,302511.48,302521.48,302531.48,302541.48,302551.48,302561.48,302571.48,302581.48,302591.48,302601.48,302611.48,302621.48,302631.48,302641.48,302651.48
2026-12,2028-07,19,accelerated_ai_load,270.76,94.85,109.28,19.28,1.307,104.01,33.74,325936.59,735.22,325966.59,325976.59,325986.59,325996.59,326006.59,326016.59,326026.59,326036.59,326046.59,326056.59,326066.59,326076.59,326086.59,326096.59,326106.59,326116.59,326126.59,326136.59,326146.59,326156.59,326166.59,326176.59,326186.59
2026-12,2028-08,20,accelerated_ai_load,265.89,96.0,113.25,15.27,1.301,103.45,30.8,327471.5,724.47,327501.5,327511.5,327521.5,327531.5,327541.5,327551.5,327561.5,327571.5,327581.5,327591.5,327601.5,327611.5,327621.5,327631.5,327641.5,327651.5,327661.5,327671.5,327681.5,327691.5,327701.5,327711.5,327721.5
2026-12,2028-09,21,accelerated_ai_load,271.06,92.08,113.59,9.07,1.311,104.06,30.04,318520.9,722.96,318550.9,318560.9,318570.9,318580.9,318590.9,318600.9,318610.9,318620.9,318630.9,318640.9,318650.9,318660.9,318670.9,318680.9,318690.9,318700.9,318710.9,318720.9,318730.9,318740.9,318750.9,318760.9,318770.9
2026-12,2028-10,22,accelerated_ai_load,269.7,91.91,114.21,-0.02,1.33,104.37,32.39,322351.17,718.15,322381.17,322391.17,322401.17,322411.17,322421.17,322431.17,322441.17,322451.17,322461.17,322471.17,322481.17,322491.17,322501.17,322511.17,322521.17,322531.17,322541.17,322551.17,322561.17,322571.17,322581.17,322591.17,322601.17
2026-12,2028-11,23,accelerated_ai_load,282.84,92.36,115.95,-2.97,1.295,103.66,37.85,325113.05,725.28,325143.05,325153.05,325163.05,325173.05,325183.05,325193.05,325203.05,325213.05,325223.05,325233.05,325243.05,325253.05,325263.05,325273.05,325283.05,325293.05,325303.05,325313.05,325323.05,325333.05,325343.05,325353.05,325363.05
2026-12,2028-12,24,accelerated_ai_load,276.95,89.14,114.71,-6.26,1.318,104.39,38.77,319487.5,715.61,319517.5,319527.5,319537.5,319547.5,319557.5,319567.5,319577.5,319587.5,319597.5,319607.5,319617.5,319627.5,319637.5,319647.5,319657.5,319667.5,319677.5,319687.5,319697.5,319707.5,319717.5,319727.5,319737.5
2026-12,2029-01,25,accelerated_ai_load,286.74,82.9,116.36,-3.56,1.305,103.76,39.79,307785.7,703.03,307815.7,307825.7,307835.7,307845.7,307855.7,307865.7,307875.7,307885.7,307895.7,307905.7,307915.7,307925.7,307935.7,307945.7,307955.7,307965.7,307975.7,307985.7,307995.7,308005.7,308015.7,308025.7,308035.7
2026-12,2029-02,26,accelerated_ai_load,296.68,90.21,116.79,1.82,1.313,104.71,37.67,338327.06,765.78,338357.06,338367.06,338377.06,338387.06,338397.06,338407.06,338417.06,338427.06,338437.06,338447.06,338457.06,338467.06,338477.06,338487.06,338497.06,338507.06,338517.06,338527.06,338537.06,338547.06,338557.06,338567.06,338577.06
2026-12,2029-03,27,accelerated_ai_load,292.21,95.13,114.73,8.28,1.295,104.63,40.06,345363.17,776.91,345393.17,345403.17,345413.17,345423.17,345433.17,345443.17,345453.17,345463.17,345473.17,345483.17,345493.17,345503.17,345513.17,345523.17,345533.17,345543.17,345553.17,345563.17,345573.17,345583.17,345593.17,345603.17,345613.17
2026-12,2029-04,28,accelerated_ai_load,292.81,92.17,113.43,13.81,1.31,104.47,42.28,344049.99,774.4,344079.99,344089.99,344099.99,344109.99,344119.99,344129.99,344139.99,344149.99,344159.99,344169.99,344179.99,344189.99,344199.99,344209.99,344219.99,344229.99,344239.99,344249.99,344259.99,344269.99,344279.99,344289.99,344299.99
2026-12,2029-05,29,accelerated_ai_load,309.18,96.0,114.49,19.18,1.324,104.97,40.47,375162.15,848.97,375192.15,375202.15,375212.15,375222.15,375232.15,375242.15,375252.15,375262.15,375272.15,375282.15,375292.15,375302.15,375312.15,375322.15,375332.15,375342.15,375352.15,375362.15,375372.15,375382.15,375392.15,375402.15,375412.15
2026-12,2029-06,30,accelerated_ai_load,306.7,96.0,109.13,18.24,1.309,105.21,37.62,368080.35,835.1,368110.35,368120.35,368130.35,368140.35,368150.35,368160.35,368170.35,368180.35,368190.35,368200.35,368210.35,368220.35,368230.35,368240.35,368250.35,368260.35,368270.35,368280.35,368290.35,368300.35,368310.35,368320.35,368330.35
2026-12,2029-07,31,accelerated_ai_load,318.57,96.0,108.4,19.66,1.327,105.44,35.01,381907.88,866.36,381937.88,381947.88,381957.88,381967.88,381977.88,381987.88,381997.88,382007.88,382017.88,382027.88,382037.88,382047.88,382057.88,382067.88,382077.88,382087.88,382097.88,382107.88,382117.88,382127.88,382137.88,382147.88,382157.88
2026-12,2029-08,32,accelerated_ai_load,317.35,96.0,107.7,14.52,1.306,105.64,34.94,376767.59,849.48,376797.59,376807.59,376817.59,376827.59,376837.59,376847.59,376857.59,376867.59,376877.59,376887.59,376897.59,376907.59,376917.59,376927.59,376937.59,376947.59,376957.59,376967.59,376977.59,376987.59,376997.59,377007.59,377017.59
2026-12,2029-09,33,accelerated_ai_load,316.86,96.0,108.58,8.5,1.307,105.65,38.81,373775.47,839.57,373805.47,373815.47,373825.47,373835.47,373845.47,373855.47,373865.47,373875.47,373885.47,373895.47,373905.47,373915.47,373925.47,373935.47,373945.47,373955.47,373965.47,373975.47,373985.47,373995.47,374005.47,374015.47,374025.47
2026-12,2029-10,34,accelerated_ai_load,331.29,96.0,108.61,3.31,1.295,105.76,41.21,385610.59,868.84,385640.59,385650.59,385660.59,385670.59,385680.59,385690.59,385700.59,385710.59,385720.59,385730.59,385740.59,385750.59,385760.59,385770.59,385780.59,385790.59,385800.59,385810.59,385820.59,385830.59,385840.59,385850.59,385860.59
2026-12,2029-11,35,accelerated_ai_load,326.91,96.0,110.65,-2.05,1.295,105.41,42.74,377476.21,846.96,377506.21,377516.21,377526.21,377536.21,377546.21,377556.21,377566.21,377576.21,377586.21,377596.21,377606.21,377616.21,377626.21,377636.21,377646.21,377656.21,377666.21,377676.21,377686.21,377696.21,377706.21,377716.21,377726.21
2026-12,2029-12,36,accelerated_ai_load,335.4,96.0,109.01,-4.82,1.307,106.28,47.29,388802.37,882.0,388832.37,388842.37,388852.37,388862.37,388872.37,388882.37,388892.37,388902.37,388912.37,388922.37,388932.37,388942.37,388952.37,388962.37,388972.37,388982.37,388992.37,389002.37,389012.37,389022.37,389032.37,389042.37,389052.37
2026-12,2030-01,37,accelerated_ai_load,338.05,96.0,112.74,-2.79,1.326,105.57,48.53,396827.23,897.6,396857.23,396867.23,396877.23,396887.23,396897.23,396907.23,396917.23,396927.23,396937.23,396947.23,396957.23,396967.23,396977.23,396987.23,396997.23,397007.23,397017.23,397027.23,397037.23,397047.23,397057.23,397067.23,397077.23
2026-12,2030-02,38,accelerated_ai_load,340.89,96.0,114.85,0.84,1.313,106.01,48.06,396731.66,896.56,396761.66,396771.66,396781.66,396791.66,396801.66,396811.66,396821.66,396831.66,396841.66,396851.66,396861.66,396871.66,396881.66,396891.66,396901.66,396911.66,396921.66,396931.66,396941.66,396951.66,396961.66,396971.66,396981.66
2026-12,2030-03,39,accelerated_ai_load,344.97,92.04,116.76,8.03,1.298,106.21,47.29,387451.72,878.29,387481.72,387491.72,387501.72,387511.72,387521.72,387531.72,387541.72,387551.72,387561.72,387571.72,387581.72,387591.72,387601.72,387611.72,387621.72,387631.72,387641.72,387651.72,387661.72,387671.72,387681.72,387691.72,387701.72
2026-12,2030-04,40,accelerated_ai_load,351.6,92.72,116.7,15.71,1.298,106.14,44.33,395839.31,895.48,395869.31,395879.31,395889.31,395899.31,395909.31,395919.31,395929.31,395939.31,395949.31,395959.31,395969.31,395979.31,395989.31,395999.31,396009.31,396019.31,396029.31,396039.31,396049.31,396059.31,396069.31,396079.31,396089.31
2026-12,2030-05,41,accelerated_ai_load,352.42,96.0,118.6,20.04,1.324,106.26,43.66,414612.28,926.99,414642.28,414652.28,414662.28,414672.28,414682.28,414692.28,414702.28,414712.28,414722.28,414732.28,414742.28,414752.28,414762.28,414772.28,414782.28,414792.28,414802.28,414812.28,414822.28,414832.28,414842.28,414852.28,414862.28
2026-12,2030-06,42,accelerated_ai_load,358.12,96.0,119.74,19.07,1.311,106.69,42.07,418447.53,943.15,418477.53,418487.53,418497.53,418507.53,418517.53,418527.53,418537.53,418547.53,418557.53,418567.53,418577.53,418587.53,418597.53,418607.53,418617.53,418627.53,418637.53,418647.53,418657.53,418667.53,418677.53,418687.53,418697.53
2026-12,2030-07,43,accelerated_ai_load,363.86,96.0,118.56,19.79,1.304,107.15,44.26,420725.65,949.17,420755.65,420765.65,420775.65,420785.65,420795.65,420805.65,420815.65,420825.65,420835.65,420845.65,420855.65,420865.65,420875.65,420885.65,420895.65,420905.65,420915.65,420925.65,420935.65,420945.65,420955.65,420965.65,420975.65
2026-12,2030-08,44,accelerated_ai_load,371.98,96.0,118.95,14.68,1.323,106.58,44.11,430833.84,983.01,430863.84,430873.84,430883.84,430893.84,430903.84,430913.84,430923.84,430933.84,430943.84,430953.84,430963.84,430973.84,430983.84,430993.84,431003.84,431013.84,431023.84,431033.84,431043.84,431053.84,431063.84,431073.84,431083.84
2026-12,2030-09,45,accelerated_ai_load,376.09,96.0,114.85,6.36,1.324,107.01,40.91,435085.25,989.81,435115.25,435125.25,435135.25,435145.25,435155.25,435165.25,435175.25,435185.25,435195.25,435205.25,435215.25,435225.25,435235.25,435245.25,435255.25,435265.25,435275.25,435285.25,435295.25,435305.25,435315.25,435325.25,435335.25
2026-12,2030-10,46,accelerated_ai_load,372.14,96.0,115.3,2.52,1.292,107.11,45.77,422811.94,957.83,422841.94,422851.94,422861.94,422871.94,422881.94,422891.94,422901.94,422911.94,422921.94,422931.94,422941.94,422951.94,422961.94,422971.94,422981.94,422991.94,423001.94,423011.94,423021.94,423031.94,423041.94,423051.94,423061.94
2026-12,2030-11,47,accelerated_ai_load,372.91,96.0,113.47,-1.52,1.305,106.91,45.18,425996.49,963.42,426026.49,426036.49,426046.49,426056.49,426066.49,426076.49,426086.49,426096.49,426106.49,426116.49,426126.49,426136.49,426146.49,426156.49,426166.49,426176.49,426186.49,426196.49,426206.49,426216.49,426226.49,426236.49,426246.49
2026-12,2030-12,48,accelerated_ai_load,379.62,96.0,110.97,-5.5,1.299,107.4,49.22,433970.35,975.96,434000.35,434010.35,434020.35,434030.35,434040.35,434050.35,434060.35,434070.35,434080.35,434090.35,434100.35,434110.35,434120.35,434130.35,434140.35,434150.35,434160.35,434170.35,434180.35,434190.35,434200.35,434210.35,434220.35
2026-12,2031-01,49,accelerated_ai_load,397.91,96.0,109.65,-3.0,1.314,107.41,51.16,451629.05,1023.11,451659.05,451669.05,451679.05,451689.05,451699.05,451709.05,451719.05,451729.05,451739.05,451749.05,451759.05,451769.05,451779.05,451789.05,451799.05,451809.05,451819.05,451829.05,451839.05,451849.05,451859.05,451869.05,451879.05
2026-12,2031-02,50,accelerated_ai_load,387.14,96.0,110.26,2.7,1.303,106.97,53.52,438453.97,990.83,438483.97,438493.97,438503.97,438513.97,438523.97,438533.97,438543.97,438553.97,438563.97,438573.97,438583.97,438593.97,438603.97,438613.97,438623.97,438633.97,438643.97,438653.97,438663.97,438673.97,438683.97,438693.97,438703.97
2026-12,2031-03,51,accelerated_ai_load,405.03,96.0,110.7,6.62,1.327,107.51,54.23,463365.69,1049.59,463395.69,463405.69,463415.69,463425.69,463435.69,463445.69,463455.69,463465.69,463475.69,463485.69,463495.69,463505.69,463515.69,463525.69,463535.69,463545.69,463555.69,463565.69,463575.69,463585.69,463595.69,463605.69,463615.69
2026-12,2031-04,52,accelerated_ai_load,401.9,96.0,109.24,13.01,1.32,107.95,49.77,463304.54,1055.74,463334.54,463344.54,463354.54,463364.54,463374.54,463384.54,463394.54,463404.54,463414.54,463424.54,463434.54,463444.54,463454.54,463464.54,463474.54,463484.54,463494.54,463504.54,463514.54,463524.54,463534.54,463544.54,463554.54
2026-12,2031-05,53,accelerated_ai_load,409.42,96.0,113.26,20.72,1.323,108.45,45.67,469988.56,1060.46,470018.56,470028.56,470038.56,470048.56,470058.56,470068.56,470078.56,470088.56,470098.56,470108.56,470118.56,470128.56,470138.56,470148.56,470158.56,470168.56,470178.56,470188.56,470198.56,470208.56,470218.56,470228.56,470238.56
2026-12,2031-06,54,accelerated_ai_load,416.72,96.0,116.08,20.07,1.318,107.69,49.28,476634.88,1083.51,476664.88,476674.88,476684.88,476694.88,476704.88,476714.88,476724.88,476734.88,476744.88,476754.88,476764.88,476774.88,476784.88,476794.88,476804.88,476814.88,476824.88,476834.88,476844.88,476854.88,476864.88,476874.88,476884.88
2026-12,2031-07,55,accelerated_ai_load,413.21,96.0,115.28,20.15,1.313,108.58,45.87,470797.26,1064.86,470827.26,470837.26,470847.26,470857.26,470867.26,470877.26,470887.26,470897.26,470907.26,470917.26,470927.26,470937.26,470947.26,470957.26,470967.26,470977.26,470987.26,470997.26,471007.26,471017.26,471027.26,471037.26,471047.26
2026-12,2031-08,56,accelerated_ai_load,412.7,96.0,116.97,14.73,1.316,107.39,47.28,469785.39,1066.88,469815.39,469825.39,469835.39,469845.39,469855.39,469865.39,469875.39,469885.39,469895.39,469905.39,469915.39,469925.39,469935.39,469945.39,469955.39,469965.39,469975.39,469985.39,469995.39,470005.39,470015.39,470025.39,470035.39
2026-12,2031-09,57,accelerated_ai_load,423.42,96.0,121.35,8.55,1.32,108.09,49.21,476291.61,1075.41,476321.61,476331.61,476341.61,476351.61,476361.61,476371.61,476381.61,476391.61,476401.61,476411.61,476421.61,476431.61,476441.61,476451.61,476461.61,476471.61,476481.61,476491.61,476501.61,476511.61,476521.61,476531.61,476541.61
2026-12,2031-10,58,accelerated_ai_load,434.33,96.0,120.08,1.58,1.319,108.79,49.58,490506.67,1117.2,490536.67,490546.67,490556.67,490566.67,490576.67,490586.67,490596.67,490606.67,490616.67,490626.67,490636.67,490646.67,490656.67,490666.67,490676.67,490686.67,490696.67,490706.67,490716.67,490726.67,490736.67,490746.67,490756.67
2026-12,2031-11,59,accelerated_ai_load,433.41,96.0,121.24,-2.82,1.308,108.15,53.68,481581.83,1087.19,481611.83,481621.83,481631.83,481641.83,481651.83,481661.83,481671.83,481681.83,481691.83,481701.83,481711.83,481721.83,481731.83,481741.83,481751.83,481761.83,481771.83,481781.83,481791.83,481801.83,481811.83,481821.83,481831.83
2026-12,2031-12,60,accelerated_ai_load,435.69,96.0,122.0,-3.63,1.315,109.07,55.88,488277.33,1109.19,488307.33,488317.33,488327.33,488337.33,488347.33,488357.33,488367.33,488377.33,488387.33,488397.33,488407.33,488417.33,488427.33,488437.33,488447.33,488457.33,488467.33,488477.33,488487.33,488497.33,488507.33,488517.33,488527.33
2026-12,2032-01,61,accelerated_ai_load,429.0,96.0,121.89,-3.57,1.305,108.74,56.69,478974.14,1091.12,479004.14,479014.14,479024.14,479034.14,479044.14,479054.14,479064.14,479074.14,479084.14,479094.14,479104.14,479114.14,479124.14,479134.14,479144.14,479154.14,479164.14,479174.14,479184.14,479194.14,479204.14,479214.14,479224.14
2026-12,2032-02,62,accelerated_ai_load,453.51,96.0,121.29,0.83,1.317,108.55,57.29,507094.09,1155.23,507124.09,507134.09,507144.09,507154.09,507164.09,507174.09,507184.09,507194.09,507204.09,507214.09,507224.09,507234.09,507244.09,507254.09,507264.09,507274.09,507284.09,507294.09,507304.09,507314.09,507324.09,507334.09,507344.09
2026-12,2032-03,63,accelerated_ai_load,451.34,96.0,119.54,8.32,1.306,108.7,54.27,502019.58,1141.13,502049.58,502059.58,502069.58,502079.58,502089.58,502099.58,502109.58,502119.58,502129.58,502139.58,502149.58,502159.58,502169.58,502179.58,502189.58,502199.58,502209.58,502219.58,502229.58,502239.58,502249.58,502259.58,502269.58
2026-12,2032-04,64,accelerated_ai_load,454.3,96.0,115.28,14.46,1.306,109.04,55.85,508645.45,1153.63,508675.45,508685.45,508695.45,508705.45,508715.45,508725.45,508735.45,508745.45,508755.45,508765.45,508775.45,508785.45,508795.45,508805.45,508815.45,508825.45,508835.45,508845.45,508855.45,508865.45,508875.45,508885.45,508895.45
2026-12,2032-05,65,accelerated_ai_load,453.99,96.0,116.25,21.14,1.346,109.91,53.87,521990.57,1183.17,522020.57,522030.57,522040.57,522050.57,522060.57,522070.57,522080.57,522090.57,522100.57,522110.57,522120.57,522130.57,522140.57,522150.57,522160.57,522170.57,522180.57,522190.57,522200.57,522210.57,522220.57,522230.57,522240.57
2026-12,2032-06,66,accelerated_ai_load,458.28,96.0,114.62,22.76,1.365,110.01,49.8,534105.17,1197.92,534135.17,534145.17,534155.17,534165.17,534175.17,534185.17,534195.17,534205.17,534215.17,534225.17,534235.17,534245.17,534255.17,534265.17,534275.17,534285.17,534295.17,534305.17,534315.17,534325.17,534335.17,534345.17,534355.17
2026-12,2032-07,67,accelerated_ai_load,465.11,96.0,111.17,18.81,1.293,109.07,50.43,516659.85,1174.87,516689.85,516699.85,516709.85,516719.85,516729.85,516739.85,516749.85,516759.85,516769.85,516779.85,516789.85,516799.85,516809.85,516819.85,516829.85,516839.85,516849.85,516859.85,516869.85,516879.85,516889.85,516899.85,516909.85
2026-12,2032-08,68,accelerated_ai_load,474.79,96.0,114.77,13.57,1.319,109.68,48.56,533920.43,1212.48,533950.43,533960.43,533970.43,533980.43,533990.43,534000.43,534010.43,534020.43,534030.43,534040.43,534050.43,534060.43,534070.43,534080.43,534090.43,534100.43,534110.43,534120.43,534130.43,534140.43,534150.43,534160.43,534170.43
2026-12,2032-09,69,accelerated_ai_load,473.8,96.0,111.76,8.72,1.32,110.0,53.21,529810.78,1200.6,529840.78,529850.78,529860.78,529870.78,529880.78,529890.78,529900.78,529910.78,529920.78,529930.78,529940.78,529950.78,529960.78,529970.78,529980.78,529990.78,530000.78,530010.78,530020.78,530030.78,530040.78,530050.78,530060.78
2026-12,2032-10,70,accelerated_ai_load,482.47,96.0,114.99,2.33,1.308,109.32,55.23,531476.69,1212.16,531506.69,531516.69,531526.69,531536.69,531546.69,531556.69,531566.69,531576.69,531586.69,531596.69,531606.69,531616.69,531626.69,531636.69,531646.69,531656.69,531666.69,531676.69,531686.69,531696.69,531706.69,531716.69,531726.69
