UDDID,Year,Quarter,Loc,CARB,CO2_ENERGY,WPO
e4f6d5e8-ebf9-48a1-aa56-d58eccb6f605-1774260569,2044,4,WLD,,,78.55
e4f6d5e8-ebf9-48a1-aa56-d58eccb6f605-1774260569,2045,1,WLD,,,78.79
e4f6d5e8-ebf9-48a1-aa56-d58eccb6f605-1774260569,2045,2,WLD,,,79.02
e4f6d5e8-ebf9-48a1-aa56-d58eccb6f605-1774260569,2045,3,WLD,,,79.26
e4f6d5e8-ebf9-48a1-aa56-d58eccb6f605-1774260569,2045,4,WLD,,,79.49
e4f6d5e8-ebf9-48a1-aa56-d58eccb6f605-1774260569,2046,1,WLD,,,79.73
e4f6d5e8-ebf9-48a1-aa56-d58eccb6f605-1774260569,2046,2,WLD,,,79.96
e4f6d5e8-ebf9-48a1-aa56-d58eccb6f605-1774260569,2046,3,WLD,,,80.2
e4f6d5e8-ebf9-48a1-aa56-d58eccb6f605-1774260569,2046,4,WLD,,,80.43
e4f6d5e8-ebf9-48a1-aa56-d58eccb6f605-1774260569,2047,1,WLD,,,80.67
e4f6d5e8-ebf9-48a1-aa56-d58eccb6f605-1774260569,2047,2,WLD,,,80.9
e4f6d5e8-ebf9-48a1-aa56-d58eccb6f605-1774260569,2047,3,WLD,,,81.14
e4f6d5e8-ebf9-48a1-aa56-d58eccb6f605-1774260569,2047,4,WLD,,,81.37
e4f6d5e8-ebf9-48a1-aa56-d58eccb6f605-1774260569,2048,1,WLD,,,81.61
e4f6d5e8-ebf9-48a1-aa56-d58eccb6f605-1774260569,2048,2,WLD,,,81.84
e4f6d5e8-ebf9-48a1-aa56-d58eccb6f605-1774260569,2048,3,WLD,,,82.08
e4f6d5e8-ebf9-48a1-aa56-d58eccb6f605-1774260569,2048,4,WLD,,,82.31
e4f6d5e8-ebf9-48a1-aa56-d58eccb6f605-1774260569,2049,1,WLD,,,82.55
e4f6d5e8-ebf9-48a1-aa56-d58eccb6f605-1774260569,2049,2,WLD,,,82.78
e4f6d5e8-ebf9-48a1-aa56-d58eccb6f605-1774260569,2049,3,WLD,,,83.02
e4f6d5e8-ebf9-48a1-aa56-d58eccb6f605-1774260569,2049,4,WLD,,,83.25
e4f6d5e8-ebf9-48a1-aa56-d58eccb6f605-1774260569,2050,1,WLD,,,83.49
e4f6d5e8-ebf9-48a1-aa56-d58eccb6f605-1774260569,2050,2,WLD,,,83.72
e4f6d5e8-ebf9-48a1-aa56-d58eccb6f605-1774260569,2050,3,WLD,,,83.96
e4f6d5e8-ebf9-48a1-aa56-d58eccb6f605-1774260569,2050,4,WLD,,,84.19
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2000,1,WLD,,,26.92667
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2000,2,WLD,,,26.76667
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2000,3,WLD,,,30.67333
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2000,4,WLD,,,29.72333
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2001,1,WLD,,,25.87333
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2001,2,WLD,,,27.27333
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2001,3,WLD,,,25.30333
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2001,4,WLD,,,19.35
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2002,1,WLD,,,21.13333
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2002,2,WLD,,,25.05333
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2002,3,WLD,,,26.93
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2002,4,WLD,,,26.73667
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2003,1,WLD,,,31.52
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2003,2,WLD,,,26.17
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2003,3,WLD,,,28.45
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2003,4,WLD,,,29.39
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2004,1,WLD,,,31.92333
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2004,2,WLD,,,35.44667
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2004,3,WLD,,,41.38667
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2004,4,WLD,,,44.16333
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2005,1,WLD,,,47.69667
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2005,2,WLD,,,51.62667
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2005,3,WLD,,,61.47
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2005,4,WLD,,,56.88
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2006,1,WLD,,,61.75333
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2006,2,WLD,,,69.53333
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2006,3,WLD,,,69.62
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2006,4,WLD,,,59.68
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2007,1,WLD,,,57.76333
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2007,2,WLD,,,68.58334
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2007,3,WLD,,,74.95333
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2007,4,WLD,,,88.56
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2008,1,WLD,,,96.93667
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2008,2,WLD,,,121.3967
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2008,3,WLD,,,114.3967
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2008,4,WLD,,,54.66
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2009,1,WLD,,,44.43333
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2009,2,WLD,,,58.69667
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2009,3,WLD,,,68.2
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2009,4,WLD,,,74.63
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2010,1,WLD,,,76.25
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2010,2,WLD,,,78.51
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2010,3,WLD,,,76.82
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2010,4,WLD,,,86.46667
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2011,1,WLD,,,104.96
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2011,2,WLD,,,117.36
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2011,3,WLD,,,113.34
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2011,4,WLD,,,109.3967
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2012,1,WLD,,,118.49
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2012,2,WLD,,,108.4167
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2012,3,WLD,,,109.6133
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2012,4,WLD,,,110.0867
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2013,1,WLD,,,112.4933
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2013,2,WLD,,,102.5767
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2013,3,WLD,,,110.27
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2013,4,WLD,,,109.21
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2014,1,WLD,,,108.1667
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2014,2,WLD,,,109.7
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2014,3,WLD,,,101.8233
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2014,4,WLD,,,76.40334
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2015,1,WLD,,,53.91667
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2015,2,WLD,,,61.69333
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2015,3,WLD,,,50.23333
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2015,4,WLD,,,43.57
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2016,1,WLD,,,33.69667
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2016,2,WLD,,,45.52333
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2016,3,WLD,,,45.78667
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2016,4,WLD,,,49.18667
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2017,1,WLD,,,53.68
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2017,2,WLD,,,49.67
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2017,3,WLD,,,52.11
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2017,4,WLD,,,61.53
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2018,1,WLD,,,66.80666
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2018,2,WLD,,,74.5
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2018,3,WLD,,,75.22334
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2018,4,WLD,,,67.71333
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2019,1,WLD,,,63.17
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2019,2,WLD,,,68.92333
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2019,3,WLD,,,61.93
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2019,4,WLD,,,63.41
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2020,1,WLD,,,50.44
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2020,2,WLD,,,29.34333
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2020,3,WLD,,,42.96333
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2020,4,WLD,,,44.29
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2021,1,WLD,,,60.82
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2021,2,WLD,,,68.83334
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2021,3,WLD,,,73.47
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2021,4,WLD,,,79.58667
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2022,1,WLD,,,100.2967
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2022,2,WLD,,,113.5433
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2022,3,WLD,,,100.7133
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2022,4,WLD,,,88.55666
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2023,1,WLD,,,81.17333
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2023,2,WLD,,,78.31667
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2023,3,WLD,,,86.66
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2023,4,WLD,,,83.72334
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2024,1,WLD,,,83.00333
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2024,2,WLD,,,84.64667
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2024,3,WLD,,,79.84333
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2024,4,WLD,,,74.61333
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2025,1,WLD,,,75.81333
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2025,2,WLD,,,68.00667
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2025,3,WLD,,,68.96667
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2025,4,WLD,,,63.62667
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2026,1,WLD,,,78.59834
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2026,2,WLD,,,113.3333
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2026,3,WLD,,,88.16833
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2026,4,WLD,,,79.94583
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2027,1,WLD,,,76.90532
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2027,2,WLD,,,71.72607
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2027,3,WLD,,,67.66852
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2027,4,WLD,,,64.13522
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2028,1,WLD,,,61.42473
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2028,2,WLD,,,59.68828
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2028,3,WLD,,,58.50198
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2028,4,WLD,,,57.91827
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2029,1,WLD,,,57.971
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2029,2,WLD,,,58.48536
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2029,3,WLD,,,58.99972
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2029,4,WLD,,,59.51408
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2030,1,WLD,,,60.02844
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2030,2,WLD,,,60.5428
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2030,3,WLD,,,61.05717
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2030,4,WLD,,,61.57153
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2031,1,WLD,,,62.08589
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2031,2,WLD,,,62.60025
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2031,3,WLD,,,63.11461
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2031,4,WLD,,,63.62897
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2032,1,WLD,,,64.08371
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2032,2,WLD,,,64.53845
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2032,3,WLD,,,64.99319
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2032,4,WLD,,,65.44794
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2033,1,WLD,,,65.90268
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2033,2,WLD,,,66.35742
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2033,3,WLD,,,66.7276
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2033,4,WLD,,,67.09777
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2034,1,WLD,,,67.46795
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2034,2,WLD,,,67.83813
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2034,3,WLD,,,68.2083
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2034,4,WLD,,,68.57848
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2035,1,WLD,,,68.94865
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2035,2,WLD,,,69.31882
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2035,3,WLD,,,69.689
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2035,4,WLD,,,70.05917
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2036,1,WLD,,,70.42935
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2036,2,WLD,,,70.79953
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2036,3,WLD,,,71.1697
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2036,4,WLD,,,71.53988
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2037,1,WLD,,,71.91006
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2037,2,WLD,,,72.28023
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2037,3,WLD,,,72.59
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2037,4,WLD,,,72.79
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2038,1,WLD,,,72.98
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2038,2,WLD,,,73.18
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2038,3,WLD,,,73.38
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2038,4,WLD,,,73.57
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2039,1,WLD,,,73.77
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2039,2,WLD,,,73.96
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2039,3,WLD,,,74.16
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2039,4,WLD,,,74.35
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2040,1,WLD,,,74.55
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2040,2,WLD,,,74.74
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2040,3,WLD,,,74.95
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2040,4,WLD,,,75.15
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2041,1,WLD,,,75.36
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2041,2,WLD,,,75.57
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2041,3,WLD,,,75.78
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2041,4,WLD,,,75.98
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2042,1,WLD,,,76.19
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2042,2,WLD,,,76.4
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2042,3,WLD,,,76.6
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2042,4,WLD,,,76.81
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2043,1,WLD,,,77.02
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2043,2,WLD,,,77.23
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2043,3,WLD,,,77.43
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2043,4,WLD,,,77.64
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2044,1,WLD,,,77.85
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2044,2,WLD,,,78.08
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2044,3,WLD,,,78.32
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2044,4,WLD,,,78.55
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2045,1,WLD,,,78.79
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2045,2,WLD,,,79.02
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2045,3,WLD,,,79.26
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2045,4,WLD,,,79.49
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2046,1,WLD,,,79.73
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2046,2,WLD,,,79.96
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2046,3,WLD,,,80.2
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2046,4,WLD,,,80.43
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2047,1,WLD,,,80.67
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2047,2,WLD,,,80.9
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2047,3,WLD,,,81.14
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2047,4,WLD,,,81.37
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2048,1,WLD,,,81.61
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2048,2,WLD,,,81.84
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2048,3,WLD,,,82.08
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2048,4,WLD,,,82.31
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2049,1,WLD,,,82.55
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2049,2,WLD,,,82.78
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2049,3,WLD,,,83.02
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2049,4,WLD,,,83.25
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2050,1,WLD,,,83.49
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2050,2,WLD,,,83.72
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2050,3,WLD,,,83.96
e5bb9a1b-d305-44d4-a927-c31348881e7b-1774463066,2050,4,WLD,,,84.19
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2000,1,WLD,,,26.92667
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2000,2,WLD,,,26.76667
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2000,3,WLD,,,30.67333
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2000,4,WLD,,,29.72333
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2001,1,WLD,,,25.87333
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2001,2,WLD,,,27.27333
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2001,3,WLD,,,25.30333
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2001,4,WLD,,,19.35
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2002,1,WLD,,,21.13333
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2002,2,WLD,,,25.05333
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2002,3,WLD,,,26.93
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2002,4,WLD,,,26.73667
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2003,1,WLD,,,31.52
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2003,2,WLD,,,26.17
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2003,3,WLD,,,28.45
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2003,4,WLD,,,29.39
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2004,1,WLD,,,31.92333
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2004,2,WLD,,,35.44667
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2004,3,WLD,,,41.38667
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2004,4,WLD,,,44.16333
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2005,1,WLD,,,47.69667
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2005,2,WLD,,,51.62667
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2005,3,WLD,,,61.47
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2005,4,WLD,,,56.88
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2006,1,WLD,,,61.75333
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2006,2,WLD,,,69.53333
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2006,3,WLD,,,69.62
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2006,4,WLD,,,59.68
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2007,1,WLD,,,57.76333
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2007,2,WLD,,,68.58334
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2007,3,WLD,,,74.95333
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2007,4,WLD,,,88.56
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2008,1,WLD,,,96.93667
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2008,2,WLD,,,121.3967
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2008,3,WLD,,,114.3967
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2008,4,WLD,,,54.66
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2009,1,WLD,,,44.43333
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2009,2,WLD,,,58.69667
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2009,3,WLD,,,68.2
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2009,4,WLD,,,74.63
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2010,1,WLD,,,76.25
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2010,2,WLD,,,78.51
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2010,3,WLD,,,76.82
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2010,4,WLD,,,86.46667
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2011,1,WLD,,,104.96
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2011,2,WLD,,,117.36
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2011,3,WLD,,,113.34
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2011,4,WLD,,,109.3967
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2012,1,WLD,,,118.49
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2012,2,WLD,,,108.4167
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2012,3,WLD,,,109.6133
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2012,4,WLD,,,110.0867
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2013,1,WLD,,,112.4933
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2013,2,WLD,,,102.5767
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2013,3,WLD,,,110.27
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2013,4,WLD,,,109.21
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2014,1,WLD,,,108.1667
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2014,2,WLD,,,109.7
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2014,3,WLD,,,101.8233
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2014,4,WLD,,,76.40334
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2015,1,WLD,,,53.91667
e6eb70b9-5707-43a3-8f53-83317bb62b73-1747390174,2015,2,WLD,,,61.69333
